name,type,Vertices,Edges
rand-5-8X-05c-07.xml.hg,CSP Random,12,96
rand-5-8X-05c-13.xml.hg,CSP Random,12,99
rand-5-8X-05c-16.xml.hg,CSP Random,12,97
rand-5-8X-05c-17.xml.hg,CSP Random,12,90
rand-5-8X-05c-19.xml.hg,CSP Random,12,90
rand-5-8X-05c-22.xml.hg,CSP Random,12,94
rand-5-8X-05c-23.xml.hg,CSP Random,12,87
rand-5-8X-05c-24.xml.hg,CSP Random,12,92
rand-5-8X-05c-25.xml.hg,CSP Random,12,88
rand-5-8X-05c-26.xml.hg,CSP Random,12,92
rand-5-8X-05c-27.xml.hg,CSP Random,12,96
rand-5-8X-05c-28.xml.hg,CSP Random,12,92
rand-5-8X-05c-29.xml.hg,CSP Random,12,95
rand-5-8X-05c-30.xml.hg,CSP Random,12,92
rand-5-8X-05c-31.xml.hg,CSP Random,12,99
rand-5-8X-05c-33.xml.hg,CSP Random,12,93
rand-5-8X-05c-36.xml.hg,CSP Random,12,93
rand-5-8X-05c-37.xml.hg,CSP Random,12,88
rand-5-8X-05c-39.xml.hg,CSP Random,12,92
rand-5-8X-05c-40.xml.hg,CSP Random,12,98
rand-5-8X-05c-41.xml.hg,CSP Random,12,96
rand-5-8X-05c-42.xml.hg,CSP Random,12,95
rand-5-8X-05c-44.xml.hg,CSP Random,12,95
rand-5-8X-05c-47.xml.hg,CSP Random,12,95
rand-7-40-8-40-02500-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-02500-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-05000-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-07500-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-10000-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-12500-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-15000-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-17500-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-20000-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-22500-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-25000-9.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-0.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-1.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-2.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-3.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-4.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-5.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-6.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-7.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-8.xml.hg,CSP Random,40,40
rand-7-40-8-40-30000-9.xml.hg,CSP Random,40,40
rand-8-20-5-18-800-01.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-02.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-03.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-04.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-05.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-06.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-07.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-08.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-09.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-10.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-11.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-12.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-13.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-14.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-15.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-16.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-17.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-18.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-19.xml.hg,CSP Random,20,18
rand-8-20-5-18-800-20.xml.hg,CSP Random,20,18
rand_q0001.hg,CQ Random,33,4
rand_q0002.hg,CQ Random,9,13
rand_q0003.hg,CQ Random,69,49
rand_q0004.hg,CQ Random,58,24
rand_q0005.hg,CQ Random,33,45
rand_q0006.hg,CQ Random,34,30
rand_q0007.hg,CQ Random,14,5
rand_q0008.hg,CQ Random,78,24
rand_q0009.hg,CQ Random,75,44
rand_q0010.hg,CQ Random,85,22
rand_q0011.hg,CQ Random,16,26
rand_q0012.hg,CQ Random,28,5
rand_q0013.hg,CQ Random,32,13
rand_q0014.hg,CQ Random,60,37
rand_q0015.hg,CQ Random,63,35
rand_q0016.hg,CQ Random,56,7
rand_q0017.hg,CQ Random,66,33
rand_q0018.hg,CQ Random,34,18
rand_q0019.hg,CQ Random,48,13
rand_q0020.hg,CQ Random,43,30
rand_q0021.hg,CQ Random,12,33
rand_q0022.hg,CQ Random,24,8
rand_q0023.hg,CQ Random,79,34
rand_q0024.hg,CQ Random,89,19
rand_q0025.hg,CQ Random,36,23
rand_q0026.hg,CQ Random,55,34
rand_q0027.hg,CQ Random,72,39
rand_q0028.hg,CQ Random,75,49
rand_q0029.hg,CQ Random,72,48
rand_q0030.hg,CQ Random,62,28
rand_q0031.hg,CQ Random,54,10
rand_q0032.hg,CQ Random,12,6
rand_q0033.hg,CQ Random,88,22
rand_q0034.hg,CQ Random,33,32
rand_q0035.hg,CQ Random,25,43
rand_q0036.hg,CQ Random,21,19
rand_q0037.hg,CQ Random,29,18
rand_q0038.hg,CQ Random,49,50
rand_q0039.hg,CQ Random,18,36
rand_q0040.hg,CQ Random,42,6
rand_q0041.hg,CQ Random,37,22
rand_q0042.hg,CQ Random,64,17
rand_q0043.hg,CQ Random,30,43
rand_q0044.hg,CQ Random,90,24
rand_q0045.hg,CQ Random,56,16
rand_q0046.hg,CQ Random,50,34
rand_q0047.hg,CQ Random,49,29
rand_q0048.hg,CQ Random,38,31
rand_q0049.hg,CQ Random,71,49
rand_q0050.hg,CQ Random,46,34
rand_q0051.hg,CQ Random,23,46
rand_q0052.hg,CQ Random,41,8
rand_q0053.hg,CQ Random,47,5
rand_q0054.hg,CQ Random,81,49
rand_q0055.hg,CQ Random,73,35
rand_q0056.hg,CQ Random,34,41
rand_q0057.hg,CQ Random,68,22
rand_q0058.hg,CQ Random,77,30
rand_q0059.hg,CQ Random,37,25
rand_q0060.hg,CQ Random,71,10
rand_q0061.hg,CQ Random,52,17
rand_q0062.hg,CQ Random,71,43
rand_q0063.hg,CQ Random,73,22
rand_q0064.hg,CQ Random,29,23
rand_q0065.hg,CQ Random,67,49
rand_q0066.hg,CQ Random,49,21
rand_q0067.hg,CQ Random,29,38
rand_q0068.hg,CQ Random,66,44
rand_q0069.hg,CQ Random,60,17
rand_q0070.hg,CQ Random,63,23
rand_q0071.hg,CQ Random,39,9
rand_q0072.hg,CQ Random,34,4
rand_q0073.hg,CQ Random,68,20
rand_q0074.hg,CQ Random,32,21
rand_q0075.hg,CQ Random,41,48
rand_q0076.hg,CQ Random,30,7
rand_q0077.hg,CQ Random,78,40
rand_q0078.hg,CQ Random,69,9
rand_q0079.hg,CQ Random,17,16
rand_q0080.hg,CQ Random,30,7
rand_q0081.hg,CQ Random,36,17
rand_q0082.hg,CQ Random,79,19
rand_q0083.hg,CQ Random,30,37
rand_q0084.hg,CQ Random,93,46
rand_q0085.hg,CQ Random,43,42
rand_q0086.hg,CQ Random,48,26
rand_q0087.hg,CQ Random,75,16
rand_q0088.hg,CQ Random,92,47
rand_q0089.hg,CQ Random,66,30
rand_q0090.hg,CQ Random,64,33
rand_q0091.hg,CQ Random,40,20
rand_q0092.hg,CQ Random,9,46
rand_q0093.hg,CQ Random,59,45
rand_q0094.hg,CQ Random,14,16
rand_q0095.hg,CQ Random,67,18
rand_q0096.hg,CQ Random,42,6
rand_q0097.hg,CQ Random,76,33
rand_q0098.hg,CQ Random,51,25
rand_q0099.hg,CQ Random,35,30
rand_q0100.hg,CQ Random,42,14
rand_q0101.hg,CQ Random,40,39
rand_q0102.hg,CQ Random,17,43
rand_q0103.hg,CQ Random,96,33
rand_q0104.hg,CQ Random,71,32
rand_q0105.hg,CQ Random,50,50
rand_q0106.hg,CQ Random,59,15
rand_q0107.hg,CQ Random,57,37
rand_q0108.hg,CQ Random,58,15
rand_q0109.hg,CQ Random,25,3
rand_q0110.hg,CQ Random,71,20
rand_q0111.hg,CQ Random,55,8
rand_q0112.hg,CQ Random,15,11
rand_q0113.hg,CQ Random,44,44
rand_q0114.hg,CQ Random,66,49
rand_q0115.hg,CQ Random,56,32
rand_q0116.hg,CQ Random,65,11
rand_q0117.hg,CQ Random,18,44
rand_q0118.hg,CQ Random,59,31
rand_q0119.hg,CQ Random,36,37
rand_q0120.hg,CQ Random,19,15
rand_q0121.hg,CQ Random,9,29
rand_q0122.hg,CQ Random,29,25
rand_q0123.hg,CQ Random,41,21
rand_q0124.hg,CQ Random,19,41
rand_q0125.hg,CQ Random,11,16
rand_q0126.hg,CQ Random,47,9
rand_q0127.hg,CQ Random,48,10
rand_q0128.hg,CQ Random,5,46
rand_q0129.hg,CQ Random,33,18
rand_q0130.hg,CQ Random,36,24
rand_q0131.hg,CQ Random,17,30
rand_q0132.hg,CQ Random,11,21
rand_q0133.hg,CQ Random,13,47
rand_q0134.hg,CQ Random,68,9
rand_q0135.hg,CQ Random,30,7
rand_q0136.hg,CQ Random,8,4
rand_q0137.hg,CQ Random,12,44
rand_q0138.hg,CQ Random,15,26
rand_q0139.hg,CQ Random,47,22
rand_q0140.hg,CQ Random,43,43
rand_q0141.hg,CQ Random,60,42
rand_q0142.hg,CQ Random,69,49
rand_q0143.hg,CQ Random,44,33
rand_q0144.hg,CQ Random,61,39
rand_q0145.hg,CQ Random,26,14
rand_q0146.hg,CQ Random,43,8
rand_q0147.hg,CQ Random,46,9
rand_q0148.hg,CQ Random,53,44
rand_q0149.hg,CQ Random,84,22
rand_q0150.hg,CQ Random,37,29
rand_q0151.hg,CQ Random,62,47
rand_q0152.hg,CQ Random,21,6
rand_q0153.hg,CQ Random,6,45
rand_q0154.hg,CQ Random,42,48
rand_q0155.hg,CQ Random,21,40
rand_q0156.hg,CQ Random,41,37
rand_q0157.hg,CQ Random,44,39
rand_q0158.hg,CQ Random,5,33
rand_q0159.hg,CQ Random,21,24
rand_q0160.hg,CQ Random,79,12
rand_q0161.hg,CQ Random,65,16
rand_q0162.hg,CQ Random,93,29
rand_q0163.hg,CQ Random,47,35
rand_q0164.hg,CQ Random,31,30
rand_q0165.hg,CQ Random,25,22
rand_q0166.hg,CQ Random,91,45
rand_q0167.hg,CQ Random,37,7
rand_q0168.hg,CQ Random,68,13
rand_q0169.hg,CQ Random,55,14
rand_q0170.hg,CQ Random,37,4
rand_q0171.hg,CQ Random,17,46
rand_q0172.hg,CQ Random,10,39
rand_q0173.hg,CQ Random,43,12
rand_q0174.hg,CQ Random,69,27
rand_q0175.hg,CQ Random,17,8
rand_q0176.hg,CQ Random,38,38
rand_q0177.hg,CQ Random,21,3
rand_q0178.hg,CQ Random,9,19
rand_q0179.hg,CQ Random,77,13
rand_q0180.hg,CQ Random,38,12
rand_q0181.hg,CQ Random,77,36
rand_q0182.hg,CQ Random,40,14
rand_q0183.hg,CQ Random,69,41
rand_q0184.hg,CQ Random,57,48
rand_q0185.hg,CQ Random,50,12
rand_q0186.hg,CQ Random,30,50
rand_q0187.hg,CQ Random,25,41
rand_q0188.hg,CQ Random,41,17
rand_q0189.hg,CQ Random,41,46
rand_q0190.hg,CQ Random,55,20
rand_q0191.hg,CQ Random,50,42
rand_q0192.hg,CQ Random,93,28
rand_q0193.hg,CQ Random,97,39
rand_q0194.hg,CQ Random,35,21
rand_q0195.hg,CQ Random,58,25
rand_q0196.hg,CQ Random,67,36
rand_q0197.hg,CQ Random,67,23
rand_q0198.hg,CQ Random,77,35
rand_q0199.hg,CQ Random,88,29
rand_q0200.hg,CQ Random,39,39
rand_q0201.hg,CQ Random,55,20
rand_q0202.hg,CQ Random,69,39
rand_q0203.hg,CQ Random,73,42
rand_q0204.hg,CQ Random,64,48
rand_q0205.hg,CQ Random,27,18
rand_q0206.hg,CQ Random,71,30
rand_q0207.hg,CQ Random,73,24
rand_q0208.hg,CQ Random,65,38
rand_q0209.hg,CQ Random,51,8
rand_q0210.hg,CQ Random,84,30
rand_q0211.hg,CQ Random,59,40
rand_q0212.hg,CQ Random,56,7
rand_q0213.hg,CQ Random,53,19
rand_q0214.hg,CQ Random,41,48
rand_q0215.hg,CQ Random,5,47
rand_q0216.hg,CQ Random,34,41
rand_q0217.hg,CQ Random,10,5
rand_q0218.hg,CQ Random,53,29
rand_q0219.hg,CQ Random,61,19
rand_q0220.hg,CQ Random,77,38
rand_q0221.hg,CQ Random,86,32
rand_q0222.hg,CQ Random,34,14
rand_q0223.hg,CQ Random,68,27
rand_q0224.hg,CQ Random,98,43
rand_q0225.hg,CQ Random,67,35
rand_q0226.hg,CQ Random,42,43
rand_q0227.hg,CQ Random,47,44
rand_q0228.hg,CQ Random,16,4
rand_q0229.hg,CQ Random,81,47
rand_q0230.hg,CQ Random,47,40
rand_q0231.hg,CQ Random,13,22
rand_q0232.hg,CQ Random,32,14
rand_q0233.hg,CQ Random,9,43
rand_q0234.hg,CQ Random,5,47
rand_q0235.hg,CQ Random,89,38
rand_q0236.hg,CQ Random,9,18
rand_q0237.hg,CQ Random,42,11
rand_q0238.hg,CQ Random,39,6
rand_q0239.hg,CQ Random,77,45
rand_q0240.hg,CQ Random,83,18
rand_q0241.hg,CQ Random,81,23
rand_q0242.hg,CQ Random,99,23
rand_q0243.hg,CQ Random,29,22
rand_q0244.hg,CQ Random,12,42
rand_q0245.hg,CQ Random,6,47
rand_q0246.hg,CQ Random,47,14
rand_q0247.hg,CQ Random,11,45
rand_q0248.hg,CQ Random,52,29
rand_q0249.hg,CQ Random,79,20
rand_q0250.hg,CQ Random,76,26
rand_q0251.hg,CQ Random,56,20
rand_q0252.hg,CQ Random,49,50
rand_q0253.hg,CQ Random,55,41
rand_q0254.hg,CQ Random,59,27
rand_q0255.hg,CQ Random,64,7
rand_q0256.hg,CQ Random,70,35
rand_q0257.hg,CQ Random,65,48
rand_q0258.hg,CQ Random,14,29
rand_q0259.hg,CQ Random,93,40
rand_q0260.hg,CQ Random,42,41
rand_q0261.hg,CQ Random,53,25
rand_q0262.hg,CQ Random,90,38
rand_q0263.hg,CQ Random,82,29
rand_q0264.hg,CQ Random,77,30
rand_q0265.hg,CQ Random,22,45
rand_q0266.hg,CQ Random,53,10
rand_q0267.hg,CQ Random,15,46
rand_q0268.hg,CQ Random,32,39
rand_q0269.hg,CQ Random,36,49
rand_q0270.hg,CQ Random,34,32
rand_q0271.hg,CQ Random,64,19
rand_q0272.hg,CQ Random,21,37
rand_q0273.hg,CQ Random,43,29
rand_q0274.hg,CQ Random,47,40
rand_q0275.hg,CQ Random,39,3
rand_q0276.hg,CQ Random,25,16
rand_q0277.hg,CQ Random,84,19
rand_q0278.hg,CQ Random,92,20
rand_q0279.hg,CQ Random,67,32
rand_q0280.hg,CQ Random,75,40
rand_q0281.hg,CQ Random,38,4
rand_q0282.hg,CQ Random,31,8
rand_q0283.hg,CQ Random,49,6
rand_q0284.hg,CQ Random,82,49
rand_q0285.hg,CQ Random,27,22
rand_q0286.hg,CQ Random,27,24
rand_q0287.hg,CQ Random,54,27
rand_q0288.hg,CQ Random,31,17
rand_q0289.hg,CQ Random,72,42
rand_q0290.hg,CQ Random,78,36
rand_q0291.hg,CQ Random,49,24
rand_q0292.hg,CQ Random,5,31
rand_q0293.hg,CQ Random,81,34
rand_q0294.hg,CQ Random,74,27
rand_q0295.hg,CQ Random,71,47
rand_q0296.hg,CQ Random,22,35
rand_q0297.hg,CQ Random,15,39
rand_q0298.hg,CQ Random,81,17
rand_q0299.hg,CQ Random,53,29
rand_q0300.hg,CQ Random,67,29
rand_q0301.hg,CQ Random,40,16
rand_q0302.hg,CQ Random,17,38
rand_q0303.hg,CQ Random,24,7
rand_q0304.hg,CQ Random,91,45
rand_q0305.hg,CQ Random,17,6
rand_q0306.hg,CQ Random,70,30
rand_q0307.hg,CQ Random,67,42
rand_q0308.hg,CQ Random,86,22
rand_q0309.hg,CQ Random,94,28
rand_q0310.hg,CQ Random,60,14
rand_q0311.hg,CQ Random,56,19
rand_q0312.hg,CQ Random,68,38
rand_q0313.hg,CQ Random,9,3
rand_q0314.hg,CQ Random,55,33
rand_q0315.hg,CQ Random,29,22
rand_q0316.hg,CQ Random,44,29
rand_q0317.hg,CQ Random,14,35
rand_q0318.hg,CQ Random,35,31
rand_q0319.hg,CQ Random,45,34
rand_q0320.hg,CQ Random,95,32
rand_q0321.hg,CQ Random,35,45
rand_q0322.hg,CQ Random,69,31
rand_q0323.hg,CQ Random,23,25
rand_q0324.hg,CQ Random,11,3
rand_q0325.hg,CQ Random,36,22
rand_q0326.hg,CQ Random,94,18
rand_q0327.hg,CQ Random,60,22
rand_q0328.hg,CQ Random,72,40
rand_q0329.hg,CQ Random,63,38
rand_q0330.hg,CQ Random,73,35
rand_q0331.hg,CQ Random,57,48
rand_q0332.hg,CQ Random,11,32
rand_q0333.hg,CQ Random,77,21
rand_q0334.hg,CQ Random,48,22
rand_q0335.hg,CQ Random,53,4
rand_q0336.hg,CQ Random,14,36
rand_q0337.hg,CQ Random,20,14
rand_q0338.hg,CQ Random,12,20
rand_q0339.hg,CQ Random,27,24
rand_q0340.hg,CQ Random,48,23
rand_q0341.hg,CQ Random,95,21
rand_q0342.hg,CQ Random,63,9
rand_q0343.hg,CQ Random,23,34
rand_q0344.hg,CQ Random,25,50
rand_q0345.hg,CQ Random,15,12
rand_q0346.hg,CQ Random,11,34
rand_q0347.hg,CQ Random,7,47
rand_q0348.hg,CQ Random,57,21
rand_q0349.hg,CQ Random,92,43
rand_q0350.hg,CQ Random,56,14
rand_q0351.hg,CQ Random,27,8
rand_q0352.hg,CQ Random,13,14
rand_q0353.hg,CQ Random,95,38
rand_q0354.hg,CQ Random,15,24
rand_q0355.hg,CQ Random,59,23
rand_q0356.hg,CQ Random,84,48
rand_q0357.hg,CQ Random,86,31
rand_q0358.hg,CQ Random,19,23
rand_q0359.hg,CQ Random,16,32
rand_q0360.hg,CQ Random,8,43
rand_q0361.hg,CQ Random,50,20
rand_q0362.hg,CQ Random,9,10
rand_q0363.hg,CQ Random,37,35
rand_q0364.hg,CQ Random,55,43
rand_q0365.hg,CQ Random,76,43
rand_q0366.hg,CQ Random,30,11
rand_q0367.hg,CQ Random,86,22
rand_q0368.hg,CQ Random,20,7
rand_q0369.hg,CQ Random,90,33
rand_q0370.hg,CQ Random,21,7
rand_q0371.hg,CQ Random,38,41
rand_q0372.hg,CQ Random,55,31
rand_q0373.hg,CQ Random,74,11
rand_q0374.hg,CQ Random,55,47
rand_q0375.hg,CQ Random,43,42
rand_q0376.hg,CQ Random,72,26
rand_q0377.hg,CQ Random,73,11
rand_q0378.hg,CQ Random,49,7
rand_q0379.hg,CQ Random,81,47
rand_q0380.hg,CQ Random,56,50
rand_q0381.hg,CQ Random,80,43
rand_q0382.hg,CQ Random,93,48
rand_q0383.hg,CQ Random,24,9
rand_q0384.hg,CQ Random,75,38
rand_q0385.hg,CQ Random,6,31
rand_q0386.hg,CQ Random,21,12
rand_q0387.hg,CQ Random,67,14
rand_q0388.hg,CQ Random,16,3
rand_q0389.hg,CQ Random,27,12
rand_q0390.hg,CQ Random,33,38
rand_q0391.hg,CQ Random,92,24
rand_q0392.hg,CQ Random,13,7
rand_q0393.hg,CQ Random,85,46
rand_q0394.hg,CQ Random,67,19
rand_q0395.hg,CQ Random,39,34
rand_q0396.hg,CQ Random,33,26
rand_q0397.hg,CQ Random,55,15
rand_q0398.hg,CQ Random,86,33
rand_q0399.hg,CQ Random,64,42
rand_q0400.hg,CQ Random,16,34
rand_q0401.hg,CQ Random,54,44
rand_q0402.hg,CQ Random,31,19
rand_q0403.hg,CQ Random,55,8
rand_q0404.hg,CQ Random,24,27
rand_q0405.hg,CQ Random,56,25
rand_q0406.hg,CQ Random,32,30
rand_q0407.hg,CQ Random,42,5
rand_q0408.hg,CQ Random,35,8
rand_q0409.hg,CQ Random,39,44
rand_q0410.hg,CQ Random,21,43
rand_q0411.hg,CQ Random,5,16
rand_q0412.hg,CQ Random,6,18
rand_q0413.hg,CQ Random,23,46
rand_q0414.hg,CQ Random,72,33
rand_q0415.hg,CQ Random,95,50
rand_q0416.hg,CQ Random,17,19
rand_q0417.hg,CQ Random,6,5
rand_q0418.hg,CQ Random,53,6
rand_q0419.hg,CQ Random,76,25
rand_q0420.hg,CQ Random,68,39
rand_q0421.hg,CQ Random,5,39
rand_q0422.hg,CQ Random,86,11
rand_q0423.hg,CQ Random,39,27
rand_q0424.hg,CQ Random,22,39
rand_q0425.hg,CQ Random,74,17
rand_q0426.hg,CQ Random,74,26
rand_q0427.hg,CQ Random,74,41
rand_q0428.hg,CQ Random,5,42
rand_q0429.hg,CQ Random,62,45
rand_q0430.hg,CQ Random,59,20
rand_q0431.hg,CQ Random,28,11
rand_q0432.hg,CQ Random,90,49
rand_q0433.hg,CQ Random,43,25
rand_q0434.hg,CQ Random,11,3
rand_q0435.hg,CQ Random,12,3
rand_q0436.hg,CQ Random,21,22
rand_q0437.hg,CQ Random,44,44
rand_q0438.hg,CQ Random,90,17
rand_q0439.hg,CQ Random,37,17
rand_q0440.hg,CQ Random,65,26
rand_q0441.hg,CQ Random,31,27
rand_q0442.hg,CQ Random,24,43
rand_q0443.hg,CQ Random,17,31
rand_q0444.hg,CQ Random,27,49
rand_q0445.hg,CQ Random,61,49
rand_q0446.hg,CQ Random,22,30
rand_q0447.hg,CQ Random,16,14
rand_q0448.hg,CQ Random,62,19
rand_q0449.hg,CQ Random,10,5
rand_q0450.hg,CQ Random,82,36
rand_q0451.hg,CQ Random,20,22
rand_q0452.hg,CQ Random,38,24
rand_q0453.hg,CQ Random,62,13
rand_q0454.hg,CQ Random,54,35
rand_q0455.hg,CQ Random,30,3
rand_q0456.hg,CQ Random,56,24
rand_q0457.hg,CQ Random,24,7
